Comment,label
匹配不到人,Unhelpful
我需要的东西，怎么用不了，卸又不能卸载,Valuable
好,Unhelpful
不过好几天了,Unhelpful
超级超级好,Unhelpful
别的也挺好，就是防御塔的机制不好，血量太少，前期3人，一波兵线就没了，有大车的那种，给3星吧,Valuable
杠杠的，没毛病啊！,Valuable
好玩,Unhelpful
差太差根本打不开，,Valuable
为什么V20登录不了运动健康，完全没有兼容好运动健康,Valuable
为什么登录之前的QQ号不停显示频率过快,Valuable
时间少,Unhelpful
挺好用的,Unhelpful
安装太慢,Unhelpful
很好用,Unhelpful
闪退在安卓9.0上各种闪退，在老版本都可以。希望app,Valuable
好,Unhelpful
特别好玩,Unhelpful
老要充钱！！,Unhelpful
更新后不怎么好用,Valuable
好,Unhelpful
nice,Unhelpful
还好吧,Unhelpful
非常好玩，我下载过十几回了，都非常好玩,Valuable
请问像素车还会更新吗？，什么时候能像战斗泰坦一样那么好,Valuable
特别喜欢，什么科目都有,Valuable
太好玩了！能不能送我贝利亚,Valuable
挺好的挺好的挺好的挺好的,Valuable
一天一斤差不多。这是我自己的，切勿比较。,Valuable
还是很好用的??希望能提高孩子数学成绩吧??,Valuable
非常好,Unhelpful
有难度，不脑残。跟孩子一起玩很好玩，也不恐怖，不会吓到小孩,Valuable
不错，速度挺快的,Valuable
武侠世界还原度100分，各种武功、心法打起架，特效不要太酷炫,Valuable
五星，好评,Unhelpful
太好玩了，就是删了 那上面的记录全没有了！！！,Valuable
很好,Unhelpful
赞,Unhelpful
正规，与华为手机匹配,Valuable
愿景：<br><br>愿所有男性在麦田男孩的平台上，建立良好的习惯与心态，拥抱健康阳光美好的人生，从此不受亚健康问题困扰。我们将为此持续地探索和实践，唤起全社会对男性亚健康问题的关注与参与。,Valuable
挺好玩的，第一次玩这种游戏，可以发现好多人,Valuable
里面有很多种日剧，还有我爱的松岛菜菜子和takki?,Valuable
太喜欢了,Unhelpful
在黄金段上不去,Valuable
登不上,Unhelpful
第23关怎么过？,Valuable
简直太棒了,Unhelpful
不能用,Unhelpful
特别好,Unhelpful
讲解细致,Unhelpful
很好的软件!,Unhelpful
很好玩，设计的也很不错，抱歉我没词了??,Valuable
求解决：游戏登录了，为什么没有出现签到版面？,Valuable
好好玩,Unhelpful
我很久之前就玩过啦,Valuable
非常好,Unhelpful
这个游戏打开不了,Valuable
还行吧,Unhelpful
给力,Unhelpful
特别好用，特别实用,Valuable
为什么过不了,Unhelpful
可以可以,Unhelpful
好,Unhelpful
非尝好,Unhelpful
太棒了！,Unhelpful
我都不知道什么时候安装了,Valuable
没有以前版本好用，应用锁也没有了。,Valuable
好,Unhelpful
为什么我的提现之后退款了啊，太差了,Valuable
好的,Unhelpful
很好,Unhelpful
挺好,Unhelpful
已玩三天，还可以，玩的下去,Valuable
超级好玩。,Unhelpful
好好玩儿啊。,Unhelpful
我有了关羽皮肤，关羽没有？,Valuable
费钱   还难用,Valuable
推荐！,Unhelpful
值得玩的手游，非常不错 重温童年经典,Valuable
迷你世界最好完了,Valuable
好玩,Unhelpful
闪退,Unhelpful
更新之后不怎么看得懂商家页面了！,Valuable
太棒了,Unhelpful
不能切换IOS的账号？,Valuable
很好,Unhelpful
真好,Unhelpful
很好用,Unhelpful
非常好。界面不错。就是没有温度排名。,Valuable
好(?▽?),Unhelpful
太好玩了!,Unhelpful
不会根据听歌历史记录和收藏歌单推荐吗？推荐的都是现在自创的歌，难听。,Valuable
来电铃声应有尽有，特别爽,Valuable
还挺好用的,Unhelpful
非常好玩 ??,Valuable
好,Unhelpful
好用,Unhelpful
好,Unhelpful
嗯嗯，没什么说的,Valuable
为啥总是连不上服务器呢？,Valuable
太棒了,Unhelpful
挺好玩的,Unhelpful
抢票还是不错的,Valuable
不错的软件,Unhelpful
很好,Unhelpful
好,Unhelpful
好用没有瑕疵大家都可以用,Valuable
看视频赚钱不给提现，不理解，,Valuable
可以,Unhelpful
好用。,Unhelpful
好,Unhelpful
很好,Unhelpful
不错，挺好的，喜欢,Valuable
很好啊??,Unhelpful
真心不错，一款值得去玩的游戏，很消磨时间的游戏,Valuable
喜欢QQ音乐,Unhelpful
太好玩了，我没天都玩！,Valuable
为了阴阳师,Unhelpful
可能倒闭了,Unhelpful
好玩,Unhelpful
非常不错,Unhelpful
非常优秀的游戏！,Valuable
为什么不能打字,Valuable
玩家：你该出十庄了   网易云：什么时装  这就出,Valuable
很好用啊,Unhelpful
之前挺好的，突然夜间模式没有了，很不爽，还是没有夜间模式，没有夜间模式，,Valuable
有点卡。,Unhelpful
好应用，壁纸很漂亮快来下吧,Valuable
66,Unhelpful
之前的打卡送课时，还有启蒙路线怎么没有了呢(﹏)？,Valuable
本想给五颗星的。可是隔一天没玩我的号就被封了。怎么回事？给个解释。,Valuable
好,Unhelpful
为什么后面的关卡没解锁,Valuable
挺好的,Unhelpful
了解时事，挺方便的，好用,Valuable
使用起来，越来越顺手了，给个大大的赞??！,Valuable
有没有相同类似的软件，要比这个好。求推荐。,Valuable
没想到呀，看隐私竟然,Valuable
不错,Unhelpful
觉得不错，但是录屏画质差了点。,Valuable
简直不要太好,Unhelpful
万事如意，太简单,Valuable
孩子乱操作手机，导致手机中微信聊天记录被清空了，多谢卓师兄帮我恢复回来,Valuable
很好，很实用,Unhelpful
点开百度里边的好看视频，就自动下载好看视频软件了，征求过我的同意吗,Valuable
好极了????,Valuable
很不错！一直用，越来越好！,Valuable
很好用五星都少（仅个人）,Valuable
快递送的太慢了，都7天没到。,Valuable
挺好,Unhelpful
为啥EXO的有些行程不在爱豆里显示,Valuable
很棒,Unhelpful
确实可以,Unhelpful
好玩,Unhelpful
很好的版本值得信赖大家都可以用,Valuable
很好很好，没有广告，打开的速度也很快，支持！,Valuable
怎么进不去啊,Unhelpful
好用，借款，下款快,Valuable
挺好的??，很喜欢这种设计的风格，很素,Valuable
说实话，萌新玩家，买了两个礼包两百多抽了，除了前二十保底和一个付费活动的保底什么都没有。衰神称号拿到了。过来专门给一星的。题材挺好，美工也不错，战斗场面也可以。但是妖灵种类稀少，低级妖灵无合理安排。主线剧情单调，支线任务稀少，人物互动简单。虽说都是养卡，这个比恋与制作人差一百倍。,Valuable
????????????,Unhelpful
非常非常好用的一个软件也没有乱七八糟的广告使用平稳无异常退出等。,Valuable
好用,Unhelpful
格林还是不错的,Valuable
非常好玩,Unhelpful
喜欢,Unhelpful
打开界面，直接显示网络连接超时，短信验证码无法发送，我的网络并没有什么问题，华为手机,Valuable
不能登录,Unhelpful
家庭樂的好游戏,Valuable
还不错,Unhelpful
很棒啊！,Unhelpful
超级好用的一款APP,Valuable
为什么从昨天晚上到现在一直无法登录，无限闪退,Valuable
非常好玩。,Unhelpful
以前的提现不了,Valuable
不错，还可以添加图片,Valuable
特好玩,Unhelpful
最喜欢听歌的软件还是专属酷狗、搜歌也专属酷狗、但是能不能少收费、有的偶像的歌想听确告诉俄要收费??,Valuable
真的不错，要是早知道这个我怎么会到今天这样…,Valuable
闪退,Unhelpful
挺好用的,Unhelpful
软件很好用啊！非常适合我，满分啦！哈哈,Valuable
进不去？,Unhelpful
菜品丰富,Unhelpful
冰火两仪眼为什么练不到药了？求修复,Valuable
为什么上不去了？？？？！！！！,Valuable
很好，的确是我生活必须,Valuable
不错，费眼睛,Unhelpful
很好,Unhelpful
好,Unhelpful
非常好用,Unhelpful
好,Unhelpful
可以,Unhelpful
很好用 很精确,Valuable
最近怎么老是提示服务器连接不上？？怎么回事,Valuable
这款游戏玩法不错，就是老是闪退，而且每玩一局下来都有广告，希望修复这个BUG，综合评价3星。,Valuable
真不错,Unhelpful
需要VPN和洋葱的来找我,Valuable
就是收费，免费就好了,Valuable
广告真心烦人,Valuable
一看评论、全是好评、几乎没差评、就知道、绝对是水军、，，，,Valuable
用着非常棒！,Unhelpful
真的超级棒的桌球游戏，值得你拥有！,Valuable
很好绝对给五星好评,Valuable
这个版本锁屏显示不稳定，p20用户很不开心,Valuable
刚玩感觉非常好玩的一款手游挺好的,Valuable
挺好的。,Unhelpful
很好的软件,Unhelpful
从此爱上读书,Unhelpful
很好玩,Unhelpful
好用   大家都懂，别卸载了没用的，最后还得重新下载,Valuable
周全，可靠,Unhelpful
很好,Unhelpful
提现快，好好,Unhelpful
爱了爱了,Unhelpful
挺好玩的，就是难度有点大,Valuable
不错,Unhelpful
2048，不能保存记录，每次都要重头打，觉得很心累，眼累,Valuable
好,Unhelpful
不错，适合没时间去健身房的上班族，在家练习,Valuable
健康系统太坑了，给三星,Valuable
好,Unhelpful
五颗星都嫌少呢,Valuable
功能强大，不错啊！感觉挺好的,Valuable
还不错,Unhelpful
头条新闻不读者的好新闻，动不动就拿违规打击读者，什么叫违规？对社会上不良事情不能评论不能说吗？你头条新闻要是那么正规为什么干出欺骗读者的事情哪？你报道的八卦新闻也不少吧？封这个封那个的就欠把你自己给封了，虚假的头条新闻全国人民抵制看头条新闻。,Valuable
背包打不开去抓精灵我的球没了刚玩到40级呀！,Valuable
好,Unhelpful
骗人，假的,Unhelpful
孤儿软件 漏洞bug一堆 那什么老师声音难听到死 我求求你们把跟各个指定你们这破软件的学校交易的钱拿来优化吧,Valuable
适合我,Unhelpful
好,Unhelpful
升级靠粉丝这一点不好，附件下载不能解压,Valuable
打开了，只不过玩儿的人多么？,Valuable
虽然没有“不兼容9”的字样，但使用时没以前的好用了。????,Valuable
用163十几年了,Valuable
henhao,Unhelpful
很棒，推荐,Unhelpful
进不去还玩,Unhelpful
剧情模式怎么玩？,Valuable
好玩,Unhelpful
我感觉非常好呦，但是有的文章很杂乱,Valuable
广告多，不过好玩,Valuable
很好用！,Unhelpful
ADC改的太强了吧，而且现在这个重开。真的很烦！这游戏选了就选了！重开什么？很多人都恶心这个重开吧？等半天，结果重开！没有以前好玩！一颗星都多了！,Valuable
满意,Unhelpful
好玩有好多游戏,Valuable
我通道了第32关耶！,Valuable
不错,Unhelpful
这个软件真的很好用，而且是免费的！希望大家都来用这个软件！,Valuable
赞,Unhelpful
软件很好用，功能全面,Valuable
很好,Unhelpful
骗子,Unhelpful
此平台为真实平台，能找到自己爱的方像。,Valuable
购买次卡太贵了,Valuable
很好玩,Unhelpful
为什么要？,Unhelpful
好,Unhelpful
提现30元扣税6元,Valuable
我加入美篇时间不算长，但我越来越爱美篇了，它的魅力远超微信微博和QQ，它占据我上网的大部分时间，它不但满足了创作文字和图片的欲望，并得到广大的粉丝，还收获了红包的激励，虽然微不足道，但它的激励作用远大于数字几千倍。衷心的祝福美篇越办越好，用户年年创新高！我爱你一一美篇！??????????????????,Valuable
很好,Unhelpful
太好了！！！,Unhelpful
好,Unhelpful
玩了好几款，只有这一款人多！很不错,Valuable
真心的好用,Unhelpful
游戏挺好玩,Unhelpful
用着不错，很方便。,Valuable
希望收到信的时候会有所成果,Valuable
第六季极限挑战,Valuable
好！合心,Unhelpful
越来越多店家广告，这点很烦,Valuable
不错的p2p,Unhelpful
比酷狗好多了，酷狗现在稍微好点的歌就要钱，或者会员,Valuable
好玩,Unhelpful
很好的一款软件。实力碾压同类型的(?ω )★,Valuable
更新后一点都不好用,Valuable
真急人，为什么更新不了,Valuable
这个应用很好!推荐大家用。,Valuable
用了两年多，多听多看，可以避免中国式英语学到地道的美语表达，很好。,Valuable
好玩,Unhelpful
内容丰富 好评,Valuable
有种上当受骗的感觉。,Valuable
感觉真的不错，两年了一直在用,Valuable
不错哦！,Unhelpful
非常好,Unhelpful
为什么刚登录进去就删除手机照片啊，看评论还不信呢，结果真删除，希望大家谨慎下载,Valuable
完美。,Unhelpful
好,Unhelpful
超级好玩到爆,Unhelpful
很好用,Unhelpful
很好的app,Unhelpful
太坑了說好的七天簽到送一英雄的，結果第七天簽到界面消失，太坑,Valuable
很好玩，就是我打到了175关，为什么今天成了第1关,Valuable
一亲同城约会交友是个交真实朋友的实用工具。,Valuable
好用,Unhelpful
卸载不掉,Unhelpful
还行,Unhelpful
《太好玩了》,Unhelpful
挺好玩的,Unhelpful
很不错，出票高，支持,Valuable
如定位到门牌号更好,Valuable
不错,Unhelpful
一进去就闪退，现在进不去,Valuable
不好玩,Unhelpful
游戏的画面感不错，细节跟原作比较吻合，希望宴会的题目难度可以加大,Valuable
花了二十块钱，居然还闪退打不开，什么鬼,Valuable
货便宜，有的货质量真的一般快递还可以,Valuable
考不好是什么节目？有必要为了考不好而更新吗,Valuable
为啥打不开,Unhelpful
好,Unhelpful
好评!,Unhelpful
不错好用,Unhelpful
很好用,Unhelpful
可以警醒自己不再破戒,Valuable
经常评论半天，别人看不到，评论里也没敏感词汇。不知道是闹哪样。,Valuable
嘿嘿，，时间来看看,Valuable
好玩,Unhelpful
很好玩,Unhelpful
一直在用,Unhelpful
简洁干净，如果能和微信进一步的链接就好了。,Valuable
老好了,Unhelpful
新版本真的这么差啊,Valuable
的确很有趣味性,Valuable
是不是倒闭了两天了进不去,Valuable
良心武侠，竞技玩法非常带感，打得那叫一个激烈,Valuable
非常棒的体验,Unhelpful
凤凰,Unhelpful
不错不错,Unhelpful
如何换回老版本，或取消更新？<br>建议保留更新回滚功能！！！,Valuable
不错，挺全面的,Valuable
很好用。邮箱用过好多，最后不知不觉中就只用网易邮箱了。,Valuable
记录,Unhelpful
确实不错，挺好用的。,Valuable
为什么一直加载中，就是上不去昨天还好好的呢,Valuable
一直用飞猪，火车票预订成功率最稳，信用住很棒。,Valuable
资源很多，棒。一样越做越好,Valuable
很好玩，打发时间,Valuable
很好哦,Unhelpful
喜欢,Unhelpful
烘焙爱好者，初学者入门学校。,Valuable
界面华丽，操作方便，难度适中，好游戏不错，,Valuable
挺好玩的,Unhelpful
好,Unhelpful
不错，用着很方便！,Valuable
太棒了，视频不加广告,Valuable
这个就是期货王者，两个软件一样，换了个名字，工商显示没有这个软件注册号,Valuable
好用不,Unhelpful
我人生中玩的第一个游戏是MC了，真的肥常好玩！比迷你好1亿倍,Valuable
就是有的地方看不见,Valuable
安装重启反复，不能用，不更新的话，只能放弃了,Valuable
千手柱间真的是好恶心，我没查克拉硬是被他活活踩死，三个忍者都是被踩死的，有什么玩头那个什么万花筒写轮眼佐助，无限连造怎么玩，有什么玩头。,Valuable
很实用的软件,Unhelpful
华为系统升级后，闪退。,Valuable
这是一款好玩有趣的游戏，闲的时候玩玩很有乐趣。,Valuable
文章很好。让人长知识促进健康,Valuable
非常好玩,Unhelpful
我们帮主666，每天发红包给大家,Valuable
这个游戏很好，不过有好多广告,Valuable
加油哦,Unhelpful
就是把电线杆一直连连连，就连一起了,Valuable
昆仑中国版本的海岛奇兵屏蔽了游戏设置里申请开发公司 supercell id! 这样导致无法转账户至其他设备和管理全部supercell 游戏。海岛奇兵客服回应的。为什么昆仑游戏这么做?,Valuable
喜欢这个，,Unhelpful
好,Unhelpful
真的好好玩，很棒,Valuable
好用，讲解的也很好,Valuable
为什么白天总是打不开，好几次了？？？？解决下,Valuable
模板太少了，希望可以供下载更多，就完美了，还有视屏最后的时候可以设置不要添加软件图标就完美,Valuable
好??玩<br>\,Valuable
侠客真不错，玩起来非常的有特色，而且界面与众不同，像这类卡牌游戏不好好的玩儿一次怎么能行呢。,Valuable
ok,Unhelpful
JJ,Unhelpful
一下了过一会儿就进不去了。,Valuable
双击8888,Unhelpful
我都通关了，太好玩了，给你们一些五星好评????????????,Valuable
好玩,Unhelpful
很好,Unhelpful
很好玩,Unhelpful
好,Unhelpful
好,Unhelpful
好,Unhelpful
不能加入书架,Unhelpful
有看不到的节目,Valuable
还行吧,Unhelpful
太差了,Unhelpful
自己照过好自己,Valuable
现在我和朋友聚餐的时候我们都会玩上一会的，衷心的推荐给大家,Valuable
很好用，例句特别广泛，拼写设置很好，复习的也不错,Valuable
一进去就是黑屏，一棵星都不想给,Valuable
很给力,Unhelpful
很好啊。 我在其它小说软件要付费的在这里看都免费。很好很好很好,Valuable
希望加入上滑隐藏操作栏，低分保命，很棒,Valuable
很好用,Unhelpful
好玩,Unhelpful
很好,Unhelpful
很好用,Unhelpful
NB,Unhelpful
好用,Unhelpful
i like it,Valuable
很奈斯,Unhelpful
不错，挺有意义的。,Valuable
越做越坑，什么鬼优化，越优化越卡玩的心累死了的，最开始都比现在强到不知道那里去了,Valuable
个人很喜欢用这个软件，学习各种菜式,Valuable
小孩很喜欢,Unhelpful
一款很棒的读书软件！,Valuable
打不开,Unhelpful
闪退 什么意思嘛⊙?⊙！,Valuable
阿童木到底厉不厉害,Valuable
用钱的,Unhelpful
总体来说还不错，价格比较合理，希望可以增加高端5座系列车型，那就非常完美了！！,Valuable
我的隐藏空间怎么打不开啊？,Valuable
头像框呢？,Unhelpful
花粉好平台，提供了好多华为的各种产品，也提供了相互交流平台，真心不错啊！,Valuable
很赞??,Unhelpful
好玩,Unhelpful
非常好,Unhelpful
特别棒,Unhelpful
新闻热点啥都有,Valuable
好,Unhelpful
工商部门显示这个软件注销了,Valuable
宝宝视频怎么没有了。,Valuable
are you ok?,Valuable
很好玩,Unhelpful
一颗星算多给的。,Valuable
说实在的很好,Unhelpful
太好玩了,Unhelpful
差评??,Unhelpful
好玩,Unhelpful
感谢,Unhelpful
好,Unhelpful
孩子特别喜欢冀教英语,Valuable
好,Unhelpful
太棒了,Unhelpful
反应迟钝，太慢了,Valuable
广告时间长，不如优酷,Valuable
电脑安装不了,Unhelpful
点赞吧,Unhelpful
太棒了！,Unhelpful
经常需要登陆,Unhelpful
很多都可以免费看，还是不错的，就是经常容易闪退特别讨厌。,Valuable
我不必在收费问题上困扰，因为我只下薛老师的歌。??,Valuable
真的方便人们生活呀,Valuable
不错，可以试试,Valuable
58非常好的网络平台，很感谢！,Spam
每次打开必卡广告，神烦,Valuable
特别好玩，希望大家也下载!,Valuable
偷窃用户隐私,Unhelpful
可以清理很多内存的，很不错,Valuable
好玩好玩,Unhelpful
为justin庆生,Valuable
还可以吧╮(￣▽￣)╭只不过上面的漫画太少了，有很多想看的都没有，希望可以多一点就更好了。,Valuable
好玩?*??(ˊωˋ*)??*?,Valuable
好,Unhelpful
真的全免费诶,Unhelpful
你们怎么都用华为手机？,Valuable
方便，好用,Unhelpful
好用又安全，值得推荐的一款理财产品。,Valuable
不错,Unhelpful
还行！,Unhelpful
诗歌全，方便，很好，谢谢啦！,Valuable
很好用,Unhelpful
卡的要死。,Unhelpful
挺好用,Unhelpful
太差了，有解锁屏幕的漏洞，无须解锁就能进入桌面，很大的bug。尽快补漏洞。,Valuable
好,Unhelpful
APP还不错，界面实用,Valuable
好玩,Unhelpful
棒棒哒,Unhelpful
我去年试着秒通过4600额度，一直没用，今天打开看5000了，这是有额度就放款吗？,Valuable
爱了,Unhelpful
很好，高一数学为什么总显示播放错误，打不开呢,Valuable
明明可以播放DSD却不能放在列表里，每次放都要去文件管理里面打开,Valuable
挺好的！,Unhelpful
58同城内容很好了，看到的信息都很实用！,Valuable
??????,Unhelpful
根本就打开不了，一打开就是一片空白，按退出也没反应,Valuable
手机赚钱软件很好用，大家可以试试每天赚点零花钱，兼职任务,Valuable
为什么我的华为钱包没有门钥匙这个功能？华为p10，已经是最新版本,Valuable
宝宝非常喜欢，建议下载,Valuable
不错的软件，希望越做越好,Valuable
真的凉了？,Unhelpful
挺好用的,Unhelpful
抢票好,Unhelpful
挺好的，每次换手机都必装的app！,Valuable
更新之后就一直显示正在进入游戏，但是进不去，有人知道怎么回事吗？,Valuable
自动转屏太烦了，可以改进一下吗？我们用不到转过来那些东西。,Valuable
不兼容安卓9,Unhelpful
五星,Unhelpful
很好的游戏,Unhelpful
不错,Unhelpful
好好玩,Unhelpful
让读书成为一种习惯吧,Valuable
登录几次登不上去，好不容易想出来的密码，又提示操作频繁请稍后再试，我真心服了，理解你的安全意识很强，但也太不方便了吧。,Valuable
为什么我还没有玩就显示2小时了。??,Valuable
为了散人而来！,Valuable
很好玩 可以提升大脑的判断  就是声音不好应该改进一下,Valuable
不错的游戏噢,Unhelpful
??,Unhelpful
好,Unhelpful
建议增加大小便项目,Valuable
201区字正腔圆，为什么老是闪退，特别是在昆仑梦境一打完就闪退，活跃值都拿不到，2100点经验就这样没了！开服第一天就这样还让玩不？,Valuable
很好,Unhelpful
魂淡君喜欢我(?ω?),Valuable
这个游戏特别好，也好玩,Valuable
太棒了！,Unhelpful
广告无下限,Valuable
好用,Unhelpful
比快手好多了,Unhelpful
怎么华为视频设置的存在存处卡  却还是增加内部存储数据  难道还是存储在手机内部存储么,Valuable
可以，实用,Unhelpful
方便挺好用的值得拥有,Valuable
求23关怎么玩,Valuable
超级好，今天刚下载试用了一下，感觉超棒！,Valuable
不错，不错,Unhelpful
说实话这个软件还是要再做做的，音频播放器这块实在是太差了，连续播放功能太差，差不多每次都要点一下，缓冲过程有点儿长，上传下载不好找，希望贵项目组能看到。,Valuable
卡死了，,Unhelpful
解析本地程序要几十分钟？还没好？,Valuable
很好玩,Unhelpful
还不错啦,Unhelpful
高平,Unhelpful
不错，问题得到了解决,Valuable
全是骗子，不要信，机器人，什么破软件,Valuable
还可以吧！,Unhelpful
太棒了。,Unhelpful
什么吊玩意。建议不要玩,Valuable
好,Unhelpful
画面精致的麻将游戏 玩法和算法都基本符合现实 很满意！,Valuable
这款游戏很好玩,Valuable
加载速度真慢。而且别人发给我视频点开后发现是别的视频。,Valuable
一直用在用百度输入法，很好用的，,Valuable
广告太多，地理位置准，不错！,Valuable
不错,Unhelpful
确实不怎么样，见过有线连接比无线还不稳定的吗？华为备份就是了,Valuable
挺不错的，图片做起来很美,Valuable
还行吧,Unhelpful
看下版本号,Unhelpful
用了好几年,Unhelpful
好,Unhelpful
哟??,Unhelpful
非常好,Unhelpful
为什么要实名认证啊？,Valuable
蜜桃成熟时3D好的,Valuable
棒棒哒,Unhelpful
还行,Unhelpful
很好，方便了大众,Valuable
一般吧,Unhelpful
能不能有个记忆或者计算记录的功能？好傻白甜的功能啊……,Valuable
本地备份没有，<br>而且选择备份到电脑的时候，慢得一笔,Valuable
好评。,Unhelpful
如果这个游戏没有洛天依，我早就去玩英魂之刃了,Valuable
一打剧情就闪退,Valuable
好评,Unhelpful
非常好，气氛活跃。很良心的应用。非常喜欢,Valuable
可以的,Unhelpful
真的好用，完全没广告,Valuable
很好，不解释,Unhelpful
真香,Unhelpful
没有漫画了？逗我呢？,Valuable
可以，还好用，就是广告有点烦,Valuable
不错,Unhelpful
好玩,Unhelpful
不能登陆评论，不知道系统为什么一定要带,Valuable
是不是可以将原片保存下，下载下来的都是处理过的，没有原来的画质个大小,Valuable
要充钱,Unhelpful
简单实用！,Unhelpful
支付宝很爱我们。,Valuable
两万步兑换两毛钱，超过两万步不与计算，每天最多挣两毛钱，每天想着自己去兑换，忘记兑换两毛也没有，这样算，一年可以挣20多呢，好多呀,Valuable
这游戏挺有意思。挺好玩的。都不想停下来了,Valuable
非常不错的,Unhelpful
收费比,Unhelpful
试了一下感觉超好,Valuable
怎么用QQ登录不行了,Valuable
这广告也太多了 一点体验感都没。,Valuable
好,Unhelpful
Very good. It is very easy to use.,Valuable
游戏上不了？？没人解决下？,Valuable
好,Unhelpful
每次打开先是广告，往右滑才是自己最近看的书,Valuable
what.,Unhelpful
值得一用,Unhelpful
为了气球大作战，给你个五星,Valuable
很好用，但还要继续改进,Valuable
值得一用,Unhelpful
好玩,Unhelpful
很棒,Unhelpful
非常好,Unhelpful
最主要的是花最少的钱看到了自己喜欢的书。,Valuable
值得一用,Unhelpful
不咋地啊,Unhelpful
怎么和谷歌市场和官网上下载的不一样啊？,Valuable
好玩,Unhelpful
挺好的,Unhelpful
试用了hi不错,Valuable
杂而不精，页面乱七八糟的，找个东西找半天！安全有待加强！,Valuable
值得一用,Unhelpful
我很讨厌坑大打王者,Valuable
刚开始用感觉还行,Valuable
不错！,Unhelpful
态度好,Unhelpful
好,Unhelpful
差评，要看的都没有,Valuable
谁能告诉我转码声明是什么鬼？？？？,Valuable
好用??,Unhelpful
请问有通用的毕业证吗,Valuable
地图打不开,Unhelpful
菜品很丰富,Unhelpful
可以可以,Unhelpful
太棒了,Unhelpful
好,Unhelpful
这是当初最好用的查快递最快最准确的现在一塌糊涂。,Valuable
呵呵呵,Unhelpful
好用，太棒了,Unhelpful
不错,Unhelpful
太次,Unhelpful
这玩意还要手持身份证拍照？搞笑呢吧,Valuable
刚开始缓存能看，后来缓存就没有用了，必须联网才能看,Valuable
还可以吧,Unhelpful
期货投资宝这个软件非常好，值得信赖。,Valuable
家具家电我,Unhelpful
好,Unhelpful
很好很好看的小说，来这里就对了,Valuable
这款软件真的不错，操作简单易懂，值得推荐！,Valuable
非常好玩的一款小游戏,Valuable
好软件。,Unhelpful
毫无难度的游戏，不会珍惜啊，还不如去看电影。,Valuable
挺好的??,Unhelpful
八百万的勇士我回来了,Valuable
真的好用还有我没骗你们,Valuable
人家是为了20朵蓝玫瑰点的五星好评！不过，挺好玩的??～,Valuable
不错,Unhelpful
好好,Unhelpful
啦啦啦哈哈哈嘿嘿，特别好,Valuable
很好用,Unhelpful
方便快捷，为全球华人提供一个很好的交易平台！出门在外就和在国内一样方便,Valuable
好,Unhelpful
差评，无线网在线看不了，体验感超差,Valuable
提示太少了,Unhelpful
挺不错的,Unhelpful
一些音乐让人闹心，但可以关,Valuable
怎么换阵营，霸天虎变汽车人,Valuable
目前版本抄家改版，造成很多玩家弃游，开发商为了很多玻璃心的玩家，改变了抄家机制，其实让游戏失去了真实的体验感～建议恢复原抄家机制，增加建筑物的血量和防御，现在抄家榴弹炮3炮，3级石墙倒一片，豆腐渣工程吗？强烈要求恢复原来抄家模式，但是建筑物耐久和防御最少翻一倍，让游戏更加真实。还有就是为什么食物没有腐坏和变质这种设置，好不真实，食物必须增加腐坏模式，末日生存游戏，越发真实，玩得人才会越多，明白不？,Valuable
挺喜欢的，可以看别人的梦，也可以记录自己的梦，希望美工可以一直保持原本画风做的越来越好。,Valuable
打别人得5勋章打输减20，为什么，为什么，只有我这样么？,Valuable
百里守约，怎么不是打出去有一个朱雀？怎么没有？,Valuable
超棒w,Unhelpful
看不到，没办法评,Valuable
很好的体验,Unhelpful
一直闪退，非得重新下载才行，反复下载太烦人了,Valuable
继续跪着吧，一星鼓励,Valuable
这软件非常实用的大家都非常喜欢的软件大家都来用吧,Valuable
挺好的,Unhelpful
太差了,Unhelpful
太好了,Unhelpful
能得第一也不容易,Valuable
好玩,Unhelpful
非常好！,Unhelpful
有些细节可以做得更简洁一些,Valuable
刚充了50，为什么东西没有到账？客服在哪里？,Valuable
感觉还行,Unhelpful
不弹出信息了，还有什么用？,Valuable
本来赶飞机，还给我推错时间点，最后末班车都走了，真无语，差了20分钟，超级差评,Valuable
好玩,Unhelpful
为什么钱没到账,Valuable
好,Unhelpful
good,Unhelpful
用了微博，抖音，都能去掉上面的水印，挺不错的,Valuable
荣耀v20设置好提醒（闹铃加振动），再置于后台运行，车辆到达提醒范围时会无提醒，直接漏过，还请官方反馈一下。,Valuable
这游戏开了一段时间了～请肝帝秀一下你们的修为是多少，让我仰慕下～,Valuable
可以的,Unhelpful
很好玩,Unhelpful
我的服装道具在那？怎么找不到？,Valuable
很好,Unhelpful
王者只能说是玩家比较多，推广时间长，占据主要市场，所以感觉很热门。其实比王者好玩游戏还有很多，王者最大的缺点就是模式太固定了，灵活度太差劲了，而且王者是一个会影响玩家心情的游戏，有时候感觉心情越玩越差！,Valuable
可以玩玩～～,Unhelpful
还可以吧！,Unhelpful
品种齐全样式多，质量优，快递很快，服务好，很不错的购物平台，很喜欢，很值得信赖。,Valuable
太棒了,Unhelpful
用着不错,Unhelpful
好好用啊不错的啊！,Valuable
虽然还没打开，但是客服小姐姐很称职，基本上评论都回复了，嘿嘿嘿，辛苦了????,Valuable
打开音乐软件说让更新，结果应用市场不能更新。,Valuable
好(?▽?),Unhelpful
太好玩了,Unhelpful
我去！那么难玩！,Valuable
